id,user_id,order_date,total_amount
5372,2725,2024-09-14,37.20
5373,1439,2025-05-18,1150.70
5374,2230,2025-12-19,380.32
5375,2892,2025-12-26,39099.72
5376,1718,2025-12-14,21.58
5377,3028,2025-01-06,14.00
5378,637,2025-07-03,40549.43
5379,3414,2025-12-21,95.48
5380,2002,2025-12-20,415.76
5381,743,2025-08-02,35767.54
5382,3206,2025-08-29,2531.18
5383,405,2025-04-24,350.52
5384,1223,2024-12-07,13356.19
5385,3316,2025-12-02,926.90
5386,36,2025-02-10,15356.42
5387,392,2024-07-10,38.56
5388,2469,2025-06-14,665.76
5389,3265,2024-12-14,25.20
5390,326,2024-11-18,26.10
5391,3415,2024-06-28,731.99
5392,2119,2025-10-13,23.86
5393,2931,2025-07-06,963.16
5394,2820,2025-11-26,31.64
5395,3105,2025-10-05,404.01
5396,3421,2024-10-30,3.01
5397,2348,2024-12-12,75.06
5398,683,2025-05-31,58690.88
5399,2902,2025-10-27,34222.10
5400,3398,2024-12-03,49.26
5401,2974,2024-01-20,43.65
5402,1620,2024-09-12,24.64
5403,3340,2025-04-11,1418.24
5404,3348,2025-03-20,639.78
5405,2383,2025-12-20,78.90
5406,656,2025-01-18,233.34
5407,1012,2025-11-01,176.71
5408,2306,2025-12-22,22.87
5409,1800,2025-08-12,25.02
5410,1416,2025-03-10,145.27
5411,3093,2025-10-30,36.56
5412,2664,2025-08-03,304.55
5413,1236,2024-11-14,76.26
5414,3105,2024-11-22,43.32
5415,1379,2025-09-11,28634.12
5416,2565,2025-12-12,29736.08
5417,104,2025-10-01,15451.78
5418,1442,2025-12-18,10.19
5419,3399,2024-10-03,10.14
5420,495,2024-01-12,101.48
5421,301,2025-12-08,20.02
5422,2108,2025-08-01,1485.05
5423,2117,2025-06-09,5.93
5424,1575,2025-11-12,2053.47
5425,2173,2025-08-18,28417.57
5426,3116,2025-09-12,27.24
5427,2796,2025-12-07,173.37
5428,2312,2024-07-22,25632.22
5429,2760,2025-12-10,24.05
5430,1475,2025-11-19,18664.90
5431,2392,2025-01-07,147.29
5432,2971,2025-12-02,85.10
5433,3426,2025-11-03,158.64
5434,434,2025-08-17,11.44
5435,886,2025-07-13,76.89
5436,891,2025-02-06,36.59
5437,589,2024-08-09,18738.41
5438,74,2025-10-14,11.17
5439,103,2025-12-30,38355.23
5440,2385,2025-01-28,3.07
5441,2039,2024-10-27,34.73
5442,741,2025-06-06,31.46
5443,1243,2025-10-01,26.75
5444,2536,2025-02-18,105561.21
5445,1716,2025-07-25,23.25
5446,2378,2025-11-10,2.96
5447,390,2025-11-11,89.49
5448,2234,2025-08-04,2.94
5449,1179,2025-07-29,847.80
5450,1010,2025-10-06,15906.06
5451,3414,2025-11-24,308.15
5452,151,2025-12-21,36386.76
5453,979,2025-09-06,28927.71
5454,1931,2025-10-02,112.41
5455,404,2025-01-01,29.86
5456,1935,2025-01-20,21.70
5457,2701,2025-07-13,12.90
5458,1223,2025-05-10,888.03
5459,2323,2025-04-13,3.13
5460,3332,2024-01-10,718.42
5461,2425,2025-03-28,17697.29
5462,2472,2024-01-25,7852.86
5463,1414,2025-06-26,694.76
5464,2162,2024-03-20,52770.60
5465,3390,2024-04-30,56.40
5466,2401,2024-02-03,33483.65
5467,2181,2025-10-28,29408.55
5468,921,2025-09-29,9104.89
5469,3272,2025-09-23,624.57
5470,103,2025-12-29,66.42
5471,1017,2024-07-26,884.88
5472,1493,2025-12-25,43.79
5473,1042,2024-12-27,16.63
5474,2974,2024-03-24,27031.79
5475,1864,2025-04-25,26573.91
5476,2827,2025-12-21,49.58
5477,2915,2025-11-29,73.92
5478,781,2024-06-23,105.42
5479,1196,2024-01-03,1733.07
5480,650,2025-08-16,354.69
5481,3016,2025-08-16,17458.83
5482,2995,2025-07-13,32.53
5483,422,2025-10-20,23.84
5484,2422,2025-03-13,313.42
5485,620,2024-12-29,141.65
5486,2001,2025-12-05,12.83
5487,1307,2025-12-30,53.97
5488,296,2025-10-29,12.70
5489,2092,2024-06-16,57.84
5490,1710,2025-11-17,141.33
5491,3229,2025-11-16,1227.65
5492,2457,2025-01-08,90.58
5493,1131,2025-08-18,9.01
5494,1713,2025-09-25,20.17
5495,3303,2025-11-11,354.35
5496,2809,2025-09-11,102.82
5497,190,2024-11-30,8.03
5498,3244,2025-04-24,17517.50
5499,2198,2024-10-02,18066.19
5500,2824,2024-11-20,154.02
5501,405,2025-01-16,2002.09
5502,903,2025-07-27,268.29
5503,1798,2025-12-20,99354.97
5504,209,2025-09-16,53.81
5505,1547,2025-09-22,9.58
5506,627,2025-10-03,298.80
5507,932,2025-01-02,169.77
5508,522,2025-02-02,13.45
5509,3043,2025-10-28,85033.40
5510,891,2025-06-07,59.76
5511,8,2025-09-07,65.66
5512,3392,2025-12-12,845.04
5513,1697,2025-10-18,17.04
5514,1151,2025-04-18,10.78
5515,103,2025-12-29,13540.41
5516,216,2025-05-26,172.77
5517,2281,2025-06-29,2.89
5518,2883,2025-11-03,51541.80
5519,2350,2025-03-11,846.43
5520,3493,2024-07-31,474.45
5521,2888,2025-11-21,34.92
5522,1045,2025-05-07,24.18
5523,2255,2025-11-26,63.58
5524,2644,2025-05-02,89.02
5525,484,2024-09-12,10.19
5526,741,2025-07-27,45150.59
5527,1297,2024-03-28,199.58
5528,2901,2025-10-26,160.74
5529,163,2025-09-30,120.43
5530,226,2025-09-01,62.64
5531,2198,2025-05-26,147.00
5532,1178,2025-04-26,250.90
5533,2323,2024-08-09,2230.73
5534,564,2024-11-05,13.51
5535,2413,2025-06-01,15655.76
5536,2162,2025-06-25,697.52
5537,3184,2025-03-05,4.77
5538,2334,2025-09-29,636.97
5539,241,2025-01-08,18.74
5540,1916,2025-12-22,47.92
5541,3186,2025-12-24,97.46
5542,3229,2025-09-25,58240.76
5543,347,2025-12-06,498.75
5544,127,2024-08-29,186.39
5545,3362,2025-06-15,87.88
5546,2918,2025-08-22,1611.46
5547,2788,2024-10-26,16938.19
5548,3393,2024-03-12,32.90
5549,3221,2025-08-03,25310.73
5550,330,2024-06-25,45.03
5551,1909,2025-12-29,52.38
5552,2003,2025-10-25,33.90
5553,2777,2025-10-29,991.23
5554,1793,2025-12-27,3528.98
5555,1754,2024-11-29,38372.03
5556,1786,2024-08-18,20.24
5557,231,2024-09-28,42.82
5558,3421,2024-05-29,25763.62
5559,3015,2024-11-10,308.19
5560,2731,2024-06-12,32.45
5561,1857,2025-12-09,473.22
5562,2335,2025-07-10,11611.84
5563,867,2025-02-02,25329.66
5564,69,2025-12-29,4.03
5565,1794,2024-08-11,28.62
5566,3271,2025-12-25,125.14
5567,3475,2025-12-22,6.80
5568,2933,2025-01-31,7.60
5569,47,2024-12-29,32.58
5570,1758,2025-12-19,17244.30
5571,1565,2024-05-06,154.96
5572,1952,2025-07-29,17048.28
5573,2681,2025-01-01,211.91
5574,1770,2025-12-04,29365.08
5575,105,2024-11-16,66.43
5576,1107,2025-10-01,132.53
5577,2878,2024-10-05,90.69
5578,1204,2024-10-20,1255.64
5579,1304,2025-07-06,859.79
5580,2875,2025-08-07,602.03
5581,581,2024-05-27,275.18
5582,3198,2025-03-31,14924.60
5583,1131,2025-11-02,8664.16
5584,3215,2025-11-06,22.88
5585,2113,2025-06-02,115060.75
5586,2334,2025-06-13,61774.88
5587,2391,2025-07-14,1504.01
5588,2037,2025-07-17,401.11
5589,196,2024-07-18,39.54
5590,524,2024-12-09,43.61
5591,1429,2024-11-11,11.25
5592,519,2024-06-27,128.68
5593,3486,2025-12-06,89598.71
5594,1370,2024-05-19,890.46
5595,405,2025-11-26,10.09
5596,507,2024-06-21,2.90
5597,1532,2024-11-02,46.56
5598,2748,2024-04-29,116.69
5599,34,2025-02-26,34435.48
5600,1773,2025-11-29,5359.52
5601,1370,2025-10-04,62.69
5602,2910,2025-04-15,826.37
5603,1215,2025-12-13,96.48
5604,2726,2024-12-22,20.30
5605,2331,2025-11-04,350.67
5606,1012,2025-10-25,140.40
5607,913,2025-04-18,27.00
5608,3306,2025-06-11,12126.74
5609,2145,2025-12-03,50.45
5610,419,2025-09-11,48.78
5611,585,2024-03-30,29.00
5612,1974,2025-07-31,229.55
5613,3316,2025-09-27,29994.31
5614,53,2025-08-22,6.12
5615,3062,2024-10-05,32.71
5616,3440,2024-04-30,8737.79
5617,1268,2025-05-17,110600.64
5618,1208,2025-09-30,30.95
5619,3188,2025-10-12,2.93
5620,3223,2024-09-30,29812.77
5621,1191,2024-11-29,6.26
5622,1734,2025-11-06,770.65
5623,1201,2025-12-26,24.57
5624,1023,2025-12-24,63.56
5625,2747,2025-11-16,2654.81
5626,581,2024-12-12,263.47
5627,2452,2025-10-01,52870.61
5628,389,2025-10-20,4.95
5629,842,2025-02-20,2605.77
5630,231,2025-04-26,73.37
5631,888,2025-11-14,129.78
5632,1735,2025-08-23,100.08
5633,1710,2025-05-16,13.05
5634,3199,2025-09-06,232.80
5635,2788,2025-12-09,971.56
5636,1297,2025-05-05,303.66
5637,1990,2024-12-08,232.48
5638,1533,2024-09-15,136.60
5639,3306,2024-08-14,70701.20
5640,1145,2024-01-21,16909.27
5641,317,2025-07-01,64.14
5642,1243,2025-09-30,55.25
5643,2002,2025-12-25,711.39
5644,524,2025-08-26,56.88
5645,308,2025-12-31,25.02
5646,1409,2025-11-20,44.25
5647,319,2024-06-26,58009.58
5648,2494,2025-09-13,72263.41
5649,2934,2024-06-21,10.64
5650,1763,2025-01-30,1249.06
5651,967,2025-06-23,95678.17
5652,716,2025-04-13,57.79
5653,3416,2025-11-01,95.76
5654,1893,2025-04-15,1535.79
5655,1678,2025-06-30,365.13
5656,412,2025-04-03,120.40
5657,2664,2025-08-08,355.46
5658,2551,2024-06-02,99992.34
5659,2023,2025-11-06,43986.70
5660,572,2025-12-24,67.12
5661,1986,2024-11-23,708.86
5662,1493,2025-12-23,116.87
5663,2533,2025-09-09,12.04
5664,1166,2025-07-12,30.40
5665,1017,2025-12-04,38880.17
5666,2886,2024-12-07,718.07
5667,89,2024-06-13,22.24
5668,242,2025-10-24,163.97
5669,3070,2025-12-30,23.91
5670,1122,2025-12-25,5.98
5671,2974,2024-10-30,37.72
5672,2824,2025-07-19,903.92
5673,2838,2025-11-17,425.77
5674,344,2025-06-10,585.04
5675,3254,2025-12-11,369.33
5676,2391,2025-12-05,683.46
5677,40,2024-11-10,38495.23
5678,715,2024-11-10,144.36
5679,2526,2024-11-16,277.18
5680,2190,2025-05-22,83.68
5681,1742,2024-09-22,12.16
5682,2802,2025-04-09,35965.81
5683,978,2025-08-03,10.46
5684,682,2025-11-10,57.86
5685,1940,2025-08-17,958.62
5686,1412,2025-08-30,11.25
5687,1267,2025-06-08,12.28
5688,1254,2025-10-05,2466.06
5689,2902,2025-08-31,40.91
5690,2396,2024-08-12,13.39
5691,2008,2025-05-10,1433.01
5692,2831,2025-11-17,28960.54
5693,19,2025-11-01,9.96
5694,2265,2024-05-30,52242.01
5695,1261,2025-12-10,11.43
5696,2336,2025-08-28,8625.71
5697,3379,2025-06-26,33.46
5698,1629,2024-05-03,924.05
5699,1552,2025-02-19,9.42
5700,1902,2025-11-11,3132.46
5701,755,2025-11-08,29954.47
5702,430,2025-05-02,7.35
5703,644,2024-11-12,16930.19
5704,756,2025-10-23,10317.32
5705,553,2025-10-20,10.49
5706,1945,2024-08-31,286.11
5707,1109,2025-12-11,114.56
5708,2945,2024-12-15,33662.39
5709,610,2025-05-24,1199.16
5710,3053,2024-11-24,82.06
5711,1529,2025-09-06,5.39
5712,2458,2025-03-06,11.45
5713,2940,2025-12-08,62.96
5714,1307,2025-12-27,334.02
5715,2638,2025-11-25,23.74
5716,2695,2025-10-28,348.84
5717,3139,2025-10-14,16.91
5718,1005,2024-11-02,11.67
5719,2641,2025-03-29,68.68
5720,1892,2024-08-04,254.58
5721,1739,2024-05-20,346.35
5722,545,2025-09-20,25259.13
5723,1311,2025-08-22,1376.77
5724,2111,2025-11-08,8.01
5725,2603,2024-06-22,148372.78
5726,1618,2025-07-14,71.12
5727,1226,2024-11-26,32.32
5728,1400,2024-12-08,8.62
5729,244,2025-11-11,9845.25
5730,103,2025-12-29,25756.74
5731,417,2025-11-27,2.90
5732,3100,2025-10-01,8.79
5733,1496,2025-11-23,326.30
5734,589,2025-11-08,6.24
5735,2417,2024-04-25,21.10
5736,1418,2025-06-17,985.44
5737,1562,2025-10-17,5.27
5738,3455,2025-05-01,41.48
5739,1329,2025-06-27,6.58
5740,1027,2024-04-25,41.97
5741,1341,2025-10-03,20.74
5742,2420,2025-12-02,81.24
5743,517,2025-02-21,1289.69
5744,2095,2025-08-17,34.95
5745,141,2025-12-22,3.10
5746,2497,2025-12-12,127.11
5747,59,2025-12-22,31142.63
5748,2139,2024-11-07,22281.73
5749,1348,2025-07-24,54.58
5750,2797,2025-10-03,328.61
5751,2066,2025-04-03,29.62
5752,752,2025-06-12,11.00
5753,345,2024-05-14,108.22
5754,381,2024-08-25,13891.05
5755,542,2024-07-11,17220.67
5756,143,2025-12-30,2018.93
5757,2593,2025-09-12,13.16
5758,366,2025-12-17,35.30
5759,2395,2025-12-19,8.88
5760,2216,2025-08-24,594.78
5761,815,2024-08-17,89.80
5762,1348,2025-02-11,278.49
5763,1977,2025-09-13,3402.25
5764,2426,2025-12-19,34051.06
5765,1936,2025-06-12,34.98
5766,3367,2025-05-17,36153.67
5767,3061,2025-01-05,10.86
5768,2156,2024-12-01,1188.55
5769,1831,2024-07-02,1117.25
5770,451,2024-10-24,68.64
5771,2265,2025-01-26,146.96
5772,2942,2025-11-22,29.97
5773,1252,2025-12-31,332.10
5774,736,2025-12-27,73075.31
5775,2872,2025-02-27,16951.20
5776,1598,2025-08-22,151.78
5777,3401,2025-05-17,293.12
5778,949,2025-09-26,189.54
5779,3135,2024-08-19,112.74
5780,2275,2024-08-29,120.04
5781,1541,2025-06-13,3.08
5782,1464,2025-04-05,331.95
5783,3119,2025-11-16,185.81
5784,2803,2025-08-10,8509.15
5785,2112,2025-12-18,490.93
5786,1325,2024-11-28,2782.77
5787,2058,2024-07-22,490.78
5788,3119,2025-09-22,22.93
5789,2181,2025-11-02,609.02
5790,2422,2024-07-28,99.53
5791,1152,2024-10-18,19.50
5792,2466,2025-12-31,30494.94
5793,703,2024-05-30,16140.52
5794,1018,2025-10-09,26806.68
5795,744,2024-11-07,237.84
5796,3181,2024-01-15,24.24
5797,3296,2025-11-04,4.49
5798,2808,2025-05-29,26702.60
5799,2741,2024-08-26,362.02
5800,167,2025-11-25,148.71
5801,756,2024-08-12,593.06
5802,2323,2024-11-13,3469.36
5803,474,2025-01-28,34660.54
5804,2512,2025-05-17,10.34
5805,2085,2025-06-28,24.89
5806,1008,2025-01-27,25.44
5807,790,2025-08-10,32.50
5808,2722,2024-05-14,23.77
5809,2959,2025-11-17,189.79
5810,204,2025-05-12,246.46
5811,2858,2025-06-06,100.03
5812,1588,2025-12-21,28.20
5813,1685,2025-10-28,339.68
5814,1509,2025-10-29,12.51
5815,2403,2024-01-09,248.13
5816,805,2025-12-15,34.43
5817,3185,2025-12-18,16620.87
5818,2587,2025-08-20,38.46
5819,2452,2025-12-03,162.29
5820,2042,2025-09-17,82.06
5821,2466,2025-11-28,16.32
5822,3460,2025-12-13,1238.52
5823,2945,2025-04-29,302.16
5824,872,2025-03-15,22.40
5825,117,2025-11-05,213.86
5826,1389,2025-12-12,91.95
5827,2414,2024-10-19,38.61
5828,7,2025-12-27,1137.00
5829,1597,2024-11-04,38.56
5830,1305,2025-12-19,16.80
5831,689,2025-05-17,462.06
5832,3446,2025-10-22,27.13
5833,1659,2024-02-15,70701.31
5834,3206,2025-04-12,432.33
5835,1971,2024-07-11,315.86
5836,2963,2024-10-23,25964.43
5837,914,2024-08-21,109.87
5838,38,2025-12-08,160.45
5839,3500,2025-11-13,27.42
5840,3248,2025-07-18,280.50
5841,3052,2025-03-24,453.01
5842,3184,2024-03-28,10.87
5843,788,2025-12-07,22021.62
5844,953,2024-11-22,137.50
5845,2248,2024-09-30,293.67
5846,1168,2024-08-17,29867.76
5847,368,2025-10-06,157.49
5848,2485,2025-11-02,897.25
5849,2696,2025-12-29,10.02
5850,1167,2024-04-12,22727.76
5851,1534,2025-07-16,307.26
5852,2466,2025-07-13,8914.02
5853,1556,2025-09-12,2.93
5854,1362,2025-05-01,707.15
5855,1151,2025-03-08,33.42
5856,1395,2025-04-12,29415.76
5857,2988,2024-01-07,39.67
5858,165,2025-11-13,10.65
5859,691,2025-07-26,168.87
5860,1550,2025-09-22,33829.47
5861,1192,2025-05-03,12.36
5862,2827,2025-04-21,35946.98
5863,2714,2025-11-20,97311.34
5864,1320,2025-07-08,407.67
5865,2344,2025-09-16,90669.41
5866,2024,2025-04-13,138.69
5867,801,2025-10-20,44066.08
5868,3396,2025-04-07,321.67
5869,2273,2025-06-30,302.04
5870,107,2025-12-06,10874.62
5871,3107,2025-04-18,109.09
5872,219,2025-02-20,8637.07
5873,1726,2025-02-15,70.09
5874,1509,2025-10-02,74.73
5875,1817,2025-08-14,22.13
5876,302,2024-08-25,900.96
5877,1966,2025-03-19,69.80
5878,328,2025-09-03,23.79
5879,2728,2025-07-13,8.43
5880,2426,2025-08-26,25.92
5881,1161,2025-03-03,30165.06
5882,1335,2024-02-04,846.19
5883,2833,2025-12-15,20.59
5884,1253,2025-11-02,135.10
5885,2745,2024-04-09,15479.80
5886,226,2025-03-06,17800.86
5887,2959,2025-06-26,399.22
5888,1628,2025-11-14,35930.23
5889,3157,2025-02-23,37126.82
5890,3464,2025-05-09,30608.36
5891,3092,2025-12-15,341.64
5892,1395,2025-03-29,90.36
5893,120,2024-10-17,179.06
5894,2911,2025-09-01,416.60
5895,3359,2025-07-08,4.48
5896,74,2025-03-19,9210.59
5897,2769,2025-10-13,10.32
5898,847,2025-10-20,207.51
5899,581,2025-08-01,58722.05
5900,3038,2025-06-27,30309.94
5901,1572,2025-12-14,54387.87
5902,515,2025-07-27,306.32
5903,485,2024-02-18,537.57
5904,2028,2025-12-16,169.64
5905,1226,2024-08-07,25494.96
5906,2671,2025-11-25,10.58
5907,1004,2025-09-08,12.98
5908,392,2025-04-26,399.67
5909,628,2025-10-13,32.36
5910,3002,2025-10-08,76.33
5911,532,2025-12-22,295.12
5912,1873,2024-11-11,175.87
5913,3494,2025-10-16,29.19
5914,2461,2025-12-09,19.01
5915,1796,2025-10-13,9074.70
5916,294,2025-07-31,29.77
5917,979,2025-10-07,6.90
5918,3082,2024-08-17,50.10
5919,324,2025-12-16,2.90
5920,3316,2025-12-12,30028.46
5921,2463,2025-09-05,36195.72
5922,2772,2025-12-21,517.30
5923,203,2025-10-05,233.51
5924,1864,2025-06-28,49.71
5925,2840,2025-12-12,105.49
5926,754,2024-12-16,565.33
5927,2703,2025-05-09,553.74
5928,2974,2025-06-13,34908.20
5929,446,2025-01-07,82.51
5930,838,2025-09-30,40.43
5931,229,2025-11-20,12.92
5932,305,2025-09-16,10.74
5933,2248,2025-06-01,15.03
5934,1397,2025-04-04,95.63
5935,915,2024-08-17,63.56
5936,951,2025-11-13,20.31
5937,2106,2024-09-21,8.26
5938,103,2025-12-31,38524.28
5939,876,2025-12-14,1065.40
5940,2300,2025-10-11,5.23
5941,787,2024-04-27,24991.21
5942,580,2024-12-09,17561.74
5943,875,2025-07-27,641.44
5944,10,2025-11-09,49.44
5945,1630,2024-12-11,17017.28
5946,19,2025-06-06,56530.04
5947,1992,2025-01-20,2.87
5948,3406,2025-11-30,30.90
5949,1243,2025-12-12,85579.77
5950,2062,2025-08-24,56.46
5951,1819,2025-05-19,57.44
5952,1709,2025-12-13,311.53
5953,1835,2025-12-11,10.95
5954,1817,2025-05-24,1482.06
5955,2834,2025-10-25,145.67
5956,1145,2025-07-30,155.14
5957,3490,2024-02-03,8505.36
5958,3308,2025-03-03,11.65
5959,1437,2025-11-22,71.08
5960,2741,2025-05-26,34927.38
5961,546,2025-08-07,70704.84
5962,600,2025-09-30,120.12
5963,941,2025-12-31,281.33
5964,3119,2025-06-15,43.75
5965,284,2025-07-08,24.38
5966,3200,2025-08-05,69.04
5967,1508,2025-03-19,236.16
5968,1748,2025-12-19,20.69
5969,1580,2025-06-19,675.32
5970,1433,2024-11-20,339.30
5971,944,2025-12-20,892.83
5972,1913,2025-06-19,346.98
5973,2957,2025-10-01,1644.64
5974,1874,2025-05-26,31.19
5975,2741,2025-01-15,8937.26
5976,1014,2025-03-16,159.57
5977,3254,2025-12-26,377.16
5978,2770,2024-08-23,10.73
5979,2598,2024-04-24,36458.76
5980,920,2024-10-14,77.56
5981,3139,2024-05-05,190.48
5982,2395,2025-12-26,59054.59
5983,124,2025-06-12,20.24
5984,3210,2025-01-26,1678.78
5985,291,2025-08-21,17261.47
5986,1186,2025-07-25,1886.16
5987,3406,2025-05-17,7.10
5988,3316,2024-07-02,62.76
5989,1258,2024-12-14,12.39
5990,2170,2024-06-13,56.35
5991,1343,2025-01-05,116.86
5992,920,2024-07-21,13635.37
5993,3405,2025-08-15,68498.83
5994,2076,2025-03-09,9047.04
5995,1145,2025-08-26,34092.14
5996,3287,2024-08-17,1415.40
5997,3377,2025-09-17,4434.64
5998,336,2024-09-29,4.29
5999,1032,2025-06-09,35335.76
6000,714,2025-12-17,55.40
6001,2004,2025-12-05,10.22
6002,2156,2025-02-09,11.57
6003,274,2025-08-12,42.10
6004,1335,2025-05-18,50884.82
6005,1479,2024-11-09,24.28
6006,1590,2025-12-09,33.65
6007,2441,2024-07-14,2.95
6008,707,2025-04-10,40.42
6009,842,2025-02-01,37872.58
6010,3381,2024-04-17,7.70
6011,2034,2025-12-07,1140.04
6012,2326,2025-03-17,8560.06
6013,2344,2024-11-11,43.58
6014,2068,2025-06-06,56599.26
6015,3094,2025-12-30,64.63
6016,806,2025-10-08,667.89
6017,2323,2025-12-28,17426.96
6018,2793,2025-05-26,136232.18
6019,2084,2025-03-21,382.75
6020,1360,2024-11-29,78.35
6021,2537,2025-11-09,20.79
6022,1327,2025-09-17,59.45
6023,94,2025-11-04,70.39
6024,3301,2025-05-13,10434.41
6025,3186,2025-11-09,32.13
6026,1924,2025-11-17,323.87
6027,3185,2025-10-20,61565.38
6028,1652,2024-12-09,35732.55
6029,560,2025-10-22,50.78
6030,3370,2025-05-06,32.88
6031,1473,2025-11-08,304.50
6032,888,2024-04-25,11794.58
6033,611,2025-07-06,324.18
6034,2590,2025-06-24,55.98
6035,2723,2024-07-19,17151.18
6036,1641,2025-12-16,85270.82
6037,379,2024-09-22,57.81
6038,1611,2025-01-07,8.23
6039,881,2025-10-07,53865.66
6040,437,2025-03-12,127.30
6041,3121,2024-12-31,53839.92
6042,1231,2025-01-31,1276.19
6043,253,2025-08-29,43.67
6044,2533,2025-10-24,840.71
6045,453,2024-12-31,8858.77
6046,2262,2025-11-03,17035.36
6047,2995,2025-09-26,29.58
6048,178,2025-02-19,31474.01
6049,230,2025-12-28,10.27
6050,1686,2024-10-04,8224.43
6051,954,2024-08-24,132.71
6052,3419,2025-10-01,79.93
6053,3296,2025-10-11,24.29
6054,1028,2025-11-17,62.88
6055,1072,2025-04-25,932.18
6056,1000,2024-11-28,244.84
6057,1397,2024-08-01,239.99
6058,471,2025-07-17,3.00
6059,2910,2025-12-05,114.82
6060,842,2025-11-02,30573.65
6061,283,2025-07-03,8.08
6062,2683,2025-11-07,738.74
6063,908,2025-05-17,37161.18
6064,1926,2025-02-26,117.96
6065,3330,2025-04-04,52.32
6066,1804,2024-01-17,146.75
6067,3156,2025-12-30,1899.77
6068,2448,2025-12-23,164.95
6069,1831,2024-10-18,94.82
6070,1864,2024-12-02,35953.60
6071,3082,2024-09-30,51.20
6072,811,2024-11-28,59738.71
6073,1788,2024-10-19,369.36
6074,1145,2025-04-05,49.95
6075,1337,2025-10-07,148.43
6076,2500,2025-07-15,64.34
6077,3244,2025-10-16,74536.25
6078,3341,2025-09-15,37520.06
6079,2982,2024-10-10,21.66
6080,602,2025-04-15,20.40
6081,358,2024-08-17,536.40
6082,3323,2024-04-04,48.38
6083,3278,2025-10-26,287.01
6084,1742,2025-04-27,20.96
6085,110,2025-12-16,326.95
6086,908,2024-03-08,36014.96
6087,1157,2025-12-16,2541.63
6088,3318,2024-12-31,302.36
6089,2827,2024-06-04,37615.79
6090,2762,2024-09-14,24.99
6091,2330,2025-11-07,30.22
6092,1526,2024-06-22,26.10
6093,1717,2024-01-11,35795.02
6094,2350,2025-05-23,17738.00
6095,1218,2024-03-02,110.40
6096,587,2024-09-09,57.62
6097,2882,2025-08-04,713.16
6098,2318,2025-11-04,38.08
6099,2439,2024-02-11,392.08
6100,2465,2025-11-26,542.19
6101,2123,2025-11-18,728.65
6102,1251,2024-11-01,23.94
6103,3122,2025-02-28,8529.80
6104,2803,2025-06-30,3214.58
6105,1850,2024-07-20,156.36
6106,1277,2025-08-19,39.86
6107,1309,2024-05-25,18.94
6108,1362,2025-09-28,54695.31
6109,3245,2024-07-11,37464.85
6110,3116,2025-12-03,41.57
6111,408,2025-12-01,109549.25
6112,849,2025-12-20,28.47
6113,84,2025-12-10,88.40
6114,2575,2024-07-22,44.02
6115,21,2025-12-17,176.72
6116,2107,2025-05-15,17338.03
6117,3416,2025-12-06,657.83
6118,732,2025-08-03,61270.38
6119,131,2024-05-18,4.62
6120,90,2025-11-10,37.95
6121,219,2025-07-26,110480.44
6122,2205,2024-06-08,1235.82
6123,1208,2025-12-13,264064.07
6124,3348,2024-01-09,890.51
6125,2595,2025-02-08,371.77
6126,974,2025-08-28,28392.44
6127,2592,2025-10-15,11.49
6128,2178,2025-09-13,20.38
6129,1164,2024-09-22,62201.11
6130,1492,2025-11-18,36.75
6131,3477,2025-12-10,31.91
6132,1442,2025-10-29,33.50
6133,3206,2025-11-01,21.40
6134,134,2025-04-08,508.27
6135,2803,2025-11-16,33582.58
6136,119,2024-05-21,30.03
6137,2753,2025-12-25,42.76
6138,274,2025-11-27,471.53
6139,920,2025-07-01,30803.70
6140,240,2025-07-26,8622.14
6141,1155,2024-12-17,203.72
6142,3116,2025-11-05,40.68
6143,3406,2025-11-20,34165.17
6144,843,2025-09-19,310.48
6145,1052,2025-09-09,958.14
6146,2664,2025-06-30,630.85
6147,2453,2024-11-28,154.99
6148,738,2025-01-30,138745.14
6149,1868,2024-11-25,420.83
6150,530,2024-06-17,2205.66
6151,178,2025-01-20,64.84
6152,1412,2025-08-27,6.00
6153,1864,2025-05-31,171.02
6154,2245,2024-05-27,23.06
6155,2073,2025-11-01,30840.99
6156,212,2025-12-18,26425.92
6157,405,2024-09-16,60.04
6158,3344,2025-07-23,35705.11
6159,2646,2025-12-01,41.01
6160,3409,2025-04-27,2.98
6161,2442,2025-08-25,10.82
6162,885,2025-07-30,42.44
6163,1156,2024-05-02,1280.28
6164,1027,2025-09-23,73789.42
6165,1898,2025-12-30,37020.40
6166,1017,2025-02-22,13621.79
6167,196,2025-10-25,1874.96
6168,2578,2025-09-15,304.48
6169,203,2024-08-25,23.72
6170,2537,2024-04-16,993.16
6171,1369,2025-11-02,293.22
6172,3458,2025-07-14,346.23
6173,2205,2024-12-05,85.76
6174,2491,2024-12-07,41.40
6175,1599,2025-11-21,38060.98
6176,2654,2025-12-23,319.70
6177,1068,2025-08-03,31.44
6178,1656,2024-12-24,75778.00
6179,2952,2025-12-13,22114.11
6180,571,2024-01-01,49.14
6181,1360,2024-07-10,303.75
6182,2899,2025-06-19,3.11
6183,3246,2024-05-14,1626.25
6184,2231,2025-05-20,908.75
6185,3500,2025-10-12,8058.44
6186,101,2025-02-27,340.75
6187,2303,2025-11-05,11063.39
6188,2592,2025-06-15,16.60
6189,2336,2025-03-07,89088.45
6190,3453,2025-05-28,147977.83
6191,1202,2025-04-14,9.09
6192,1365,2025-09-25,17733.31
