id,order_id,product_id,quantity,unit_price
10647,5049,38,3,6.34
10648,5049,25,4,2.92
10649,5049,51,1,42.56
10650,5050,135,2,299.09
10651,5050,31,3,2.90
10652,5051,82,1,1542.85
10653,5052,81,1,1146.95
10654,5052,121,1,224.14
10655,5053,170,1,37789.04
10656,5053,91,1,120.70
10657,5053,142,2,14.41
10658,5053,124,1,1010.41
10659,5054,115,1,17840.44
10660,5054,148,1,10.92
10661,5055,42,2,2.87
10662,5055,53,3,13.65
10663,5056,155,1,24.61
10664,5056,1,3,10.58
10665,5057,161,1,352.90
10666,5058,122,4,336.55
10667,5058,35,1,2.97
10668,5058,155,1,24.38
10669,5059,1,1,10.98
10670,5060,167,3,29848.70
10671,5060,67,1,15.90
10672,5061,167,2,30617.72
10673,5061,35,1,3.04
10674,5062,164,2,40.81
10675,5063,42,1,2.93
10676,5063,50,1,10.43
10677,5064,131,1,304.98
10678,5064,51,2,41.13
10679,5064,23,1,3.00
10680,5064,27,1,6.79
10681,5065,67,1,16.26
10682,5066,40,2,4.17
10683,5067,72,1,10.32
10684,5067,7,1,154.67
10685,5068,91,1,117.93
10686,5068,179,1,88.30
10687,5068,167,1,29745.96
10688,5068,31,1,3.06
10689,5069,38,1,6.60
10690,5070,167,2,30665.48
10691,5070,170,1,35603.00
10692,5071,162,1,31.84
10693,5071,51,1,42.17
10694,5071,187,3,57.91
10695,5072,181,2,211.41
10696,5073,47,1,47.64
10697,5073,66,4,99.24
10698,5074,188,1,30.80
10699,5075,135,1,289.48
10700,5075,155,4,25.49
10701,5076,170,1,35686.47
10702,5076,137,1,20.26
10703,5076,53,2,13.80
10704,5077,170,1,38271.70
10705,5077,181,1,195.15
10706,5078,42,2,3.11
10707,5078,57,1,10.11
10708,5079,167,1,30545.88
10709,5079,22,1,12.43
10710,5080,53,2,13.41
10711,5081,42,1,2.90
10712,5082,175,3,46.08
10713,5082,109,2,22.20
10714,5082,19,2,11.16
10715,5083,188,2,30.55
10716,5083,116,2,3566.28
10717,5083,42,2,2.88
10718,5083,53,1,13.03
10719,5084,167,1,30343.12
10720,5084,187,1,57.30
10721,5084,166,2,40.40
10722,5085,92,1,121.68
10723,5085,187,1,58.05
10724,5086,98,1,15565.51
10725,5086,16,1,2.92
10726,5086,53,3,13.15
10727,5087,11,2,1980.43
10728,5087,169,4,24212.64
10729,5087,155,1,25.03
10730,5088,13,1,300.15
10731,5088,46,2,14.91
10732,5088,43,1,59.44
10733,5089,42,1,3.13
10734,5089,144,3,53.36
10735,5089,158,1,25.02
10736,5090,151,1,8.03
10737,5090,115,3,17771.36
10738,5091,31,1,3.01
10739,5091,50,1,10.82
10740,5092,157,3,21.10
10741,5092,136,2,533.88
10742,5092,1,2,10.92
10743,5092,147,2,18.74
10744,5093,25,1,3.04
10745,5094,50,1,10.00
10746,5095,115,1,16734.73
10747,5096,44,1,30.49
10748,5096,53,4,13.21
10749,5097,115,1,16744.81
10750,5097,175,1,45.27
10751,5098,10,1,74.31
10752,5098,91,2,114.81
10753,5098,95,4,8812.29
10754,5099,170,1,38411.58
10755,5099,50,1,10.01
10756,5100,113,1,4297.24
10757,5101,1,2,10.99
10758,5101,190,4,5204.36
10759,5101,86,1,21.00
10760,5102,157,1,21.12
10761,5102,25,1,3.03
10762,5103,155,1,24.78
10763,5103,185,2,21.89
10764,5104,137,2,19.92
10765,5104,151,2,8.25
10766,5104,53,1,13.04
10767,5105,1,1,10.93
10768,5106,64,1,17.00
10769,5107,7,2,155.22
10770,5108,135,3,304.56
10771,5108,7,2,153.95
10772,5109,157,1,21.32
10773,5109,66,2,104.28
10774,5110,42,1,3.07
10775,5110,144,1,52.23
10776,5110,75,1,19.33
10777,5110,4,2,12.83
10778,5111,31,1,3.04
10779,5111,35,1,3.07
10780,5112,155,2,24.81
10781,5112,76,1,12.59
10782,5113,51,3,41.46
10783,5114,151,1,8.30
10784,5115,155,3,24.87
10785,5115,187,1,55.74
10786,5115,87,1,33.95
10787,5115,51,1,41.34
10788,5116,167,4,28344.87
10789,5116,157,1,20.03
10790,5117,53,1,13.27
10791,5118,135,1,291.15
10792,5119,64,1,16.89
10793,5120,167,2,30028.84
10794,5121,151,1,8.54
10795,5121,51,1,43.16
10796,5122,155,3,23.77
10797,5122,90,3,89.38
10798,5123,189,1,34.77
10799,5124,50,2,10.34
10800,5124,42,1,3.06
10801,5124,84,2,30.07
10802,5125,100,1,151.28
10803,5126,170,1,37440.34
10804,5126,132,1,469.07
10805,5126,33,1,5.60
10806,5126,144,2,51.53
10807,5127,15,1,905.95
10808,5127,57,2,9.63
10809,5128,116,2,3378.89
10810,5128,136,2,553.05
10811,5128,60,2,11.08
10812,5129,50,2,10.57
10813,5130,149,1,51.16
10814,5130,142,1,14.48
10815,5130,186,1,83.78
10816,5130,7,3,156.53
10817,5130,155,1,25.17
10818,5131,127,1,294.63
10819,5131,40,1,4.39
10820,5131,106,1,387.58
10821,5132,130,1,398.53
10822,5132,157,1,21.66
10823,5133,151,1,8.31
10824,5134,157,1,21.32
10825,5135,42,1,2.90
10826,5135,87,3,32.98
10827,5136,188,1,29.84
10828,5137,157,1,21.09
10829,5138,167,1,28756.33
10830,5138,80,3,1411.55
10831,5138,137,1,18.75
10832,5138,131,2,308.88
10833,5139,158,2,25.25
10834,5139,155,1,24.09
10835,5140,14,1,493.14
10836,5140,34,1,9.17
10837,5140,70,2,7.16
10838,5141,115,1,16944.92
10839,5142,157,2,20.92
10840,5142,105,3,102.65
10841,5142,183,1,28.93
10842,5143,31,1,2.91
10843,5143,96,3,13165.76
10844,5144,1,3,11.12
10845,5144,42,2,3.14
10846,5145,70,1,6.92
10847,5145,179,2,85.28
10848,5145,170,2,36530.58
10849,5146,53,1,13.64
10850,5146,187,1,56.70
10851,5146,155,1,24.51
10852,5147,151,1,8.31
10853,5148,122,2,329.20
10854,5149,169,1,26415.54
10855,5149,50,1,10.77
10856,5149,170,2,36211.57
10857,5149,42,1,2.88
10858,5150,50,3,10.42
10859,5150,151,1,8.31
10860,5150,131,1,318.92
10861,5150,37,3,2.98
10862,5151,187,1,55.93
10863,5151,155,4,25.38
10864,5151,144,1,50.00
10865,5151,67,1,15.65
10866,5152,183,4,29.54
10867,5152,45,3,40.29
10868,5153,77,1,6.89
10869,5154,144,1,50.55
10870,5154,111,1,15.45
10871,5154,14,1,516.66
10872,5154,53,2,12.78
10873,5155,139,2,28.82
10874,5155,117,2,8060.57
10875,5155,55,1,7.85
10876,5155,137,1,19.64
10877,5155,151,1,7.94
10878,5156,33,2,5.37
10879,5156,42,1,3.10
10880,5157,150,1,31.10
10881,5158,64,1,16.11
10882,5159,119,1,14.76
10883,5160,117,1,7556.18
10884,5161,123,1,1285.22
10885,5161,158,1,24.51
10886,5161,187,1,56.10
10887,5162,115,3,17665.34
10888,5162,16,2,2.94
10889,5162,95,2,8908.62
10890,5162,119,1,14.45
10891,5163,155,3,25.57
10892,5163,105,1,103.03
10893,5163,68,4,23.75
10894,5164,90,1,85.98
10895,5164,50,1,10.07
10896,5165,42,1,2.98
10897,5165,157,1,21.14
10898,5166,50,1,9.99
10899,5166,53,1,13.77
10900,5166,148,1,11.48
10901,5167,158,1,25.05
10902,5168,41,1,2.99
10903,5168,92,2,117.59
10904,5168,48,1,8.14
10905,5169,51,2,43.28
10906,5169,16,2,2.90
10907,5170,115,1,17795.73
10908,5171,50,1,10.78
10909,5171,183,1,30.13
10910,5172,93,2,98.21
10911,5172,155,2,25.68
10912,5173,155,1,24.09
10913,5174,36,1,22.62
10914,5174,18,1,9.62
10915,5174,33,1,5.62
10916,5175,187,1,60.19
10917,5176,170,2,37548.88
10918,5177,131,1,300.13
10919,5177,192,1,11635.07
10920,5178,173,4,134.64
10921,5178,157,2,19.89
10922,5178,151,1,8.05
10923,5178,33,2,5.43
10924,5179,57,1,10.27
10925,5180,77,2,6.75
10926,5180,35,3,2.97
10927,5180,123,3,1198.82
10928,5181,157,4,20.88
10929,5181,138,1,10.43
10930,5181,10,1,80.39
10931,5181,86,1,20.74
10932,5181,59,2,5.10
10933,5182,46,1,15.09
10934,5182,135,1,294.70
10935,5183,71,2,41.51
10936,5183,27,1,6.76
10937,5184,59,1,5.00
10938,5184,26,2,2.88
10939,5185,129,4,350.28
10940,5185,1,2,11.00
10941,5185,24,1,14.62
10942,5185,40,3,4.54
10943,5185,50,1,10.50
10944,5186,4,2,13.12
10945,5187,178,1,99.20
10946,5187,91,1,121.49
10947,5187,155,1,24.79
10948,5187,122,1,315.58
10949,5188,154,2,32.75
10950,5188,51,1,43.36
10951,5189,121,1,229.58
10952,5189,151,1,7.99
10953,5190,49,1,6.79
10954,5190,19,2,11.83
10955,5190,150,1,31.38
10956,5191,50,1,10.48
10957,5191,81,1,1170.68
10958,5191,9,1,72.99
10959,5191,166,1,40.85
10960,5191,42,1,3.13
10961,5192,166,2,38.82
10962,5193,42,1,2.90
10963,5194,93,2,100.38
10964,5194,18,4,9.76
10965,5194,186,1,86.35
10966,5195,155,1,23.85
10967,5195,52,2,31.66
10968,5195,3,2,15.13
10969,5196,48,1,8.50
10970,5197,155,1,25.61
10971,5197,129,3,345.88
10972,5198,124,1,967.65
10973,5198,140,3,14.29
10974,5198,41,1,3.14
10975,5198,120,2,10.40
10976,5199,85,1,37.33
10977,5199,77,1,6.72
10978,5199,82,1,1522.16
10979,5200,157,2,21.01
10980,5201,184,4,20.05
10981,5201,21,1,2.99
10982,5202,72,3,10.83
10983,5202,42,2,2.97
10984,5203,91,1,121.19
10985,5203,39,2,3.12
10986,5204,72,2,10.61
10987,5205,95,1,8776.35
10988,5206,42,2,2.96
10989,5207,151,1,8.24
10990,5207,154,1,31.19
10991,5207,29,2,4.44
10992,5208,102,1,86.87
10993,5208,170,1,35327.46
10994,5208,61,3,40.27
10995,5208,125,1,244.23
10996,5209,53,1,13.39
10997,5209,30,1,2.90
10998,5210,137,1,20.20
10999,5210,106,1,385.27
11000,5211,131,1,312.97
11001,5211,69,2,3.98
11002,5211,113,2,4135.39
11003,5211,50,3,10.61
11004,5212,155,1,23.93
11005,5212,51,3,40.58
11006,5213,39,3,2.96
11007,5213,20,1,5.02
11008,5213,57,2,10.39
11009,5214,59,1,5.08
11010,5214,155,1,24.32
11011,5215,91,4,120.17
11012,5216,144,1,53.23
11013,5216,123,2,1271.69
11014,5217,42,2,2.97
11015,5217,119,1,14.05
11016,5217,66,1,106.74
11017,5218,155,1,23.69
11018,5218,51,3,42.29
11019,5219,42,1,3.08
11020,5220,1,1,11.43
11021,5220,72,2,10.95
11022,5220,51,1,43.54
11023,5221,61,3,41.53
11024,5221,121,3,226.70
11025,5221,89,1,75.52
11026,5222,53,1,12.71
11027,5222,67,2,15.87
11028,5223,23,2,3.14
11029,5223,46,2,14.94
11030,5223,115,2,17702.37
11031,5223,157,2,20.51
11032,5224,18,4,9.48
11033,5225,70,1,6.87
11034,5225,155,1,24.89
11035,5225,125,1,232.53
11036,5225,145,1,32.24
11037,5226,121,1,226.51
11038,5226,155,1,23.71
11039,5227,32,1,3.97
11040,5228,167,1,29228.00
11041,5228,115,1,17168.02
11042,5229,56,2,57.29
11043,5229,173,2,144.51
11044,5229,151,1,8.44
11045,5230,53,1,13.75
11046,5231,175,2,45.87
11047,5231,115,2,17742.73
11048,5231,131,1,305.74
11049,5231,75,1,19.48
11050,5231,157,1,20.09
11051,5232,69,1,4.07
11052,5232,81,1,1215.59
11053,5232,155,3,23.69
11054,5233,9,4,74.23
11055,5233,91,1,120.13
11056,5233,50,1,10.06
11057,5233,67,1,16.53
11058,5233,72,1,10.49
11059,5234,193,1,782.36
11060,5234,165,1,28.86
11061,5235,53,2,13.43
11062,5235,151,4,8.30
11063,5235,5,1,10.10
11064,5236,163,1,20.04
11065,5236,42,2,3.09
11066,5237,76,1,12.98
11067,5238,142,2,14.31
11068,5238,87,1,32.79
11069,5239,160,1,589.84
11070,5240,108,1,32.58
11071,5240,88,1,161.18
11072,5240,76,1,12.64
11073,5240,157,2,21.38
11074,5240,1,3,10.86
11075,5241,75,1,18.28
11076,5241,170,1,37781.97
11077,5241,50,2,10.47
11078,5242,168,1,38127.71
11079,5243,75,2,19.69
11080,5243,68,2,23.50
11081,5244,10,1,76.73
11082,5245,7,3,157.38
11083,5246,48,1,8.40
11084,5246,165,1,28.52
11085,5246,192,1,11334.61
11086,5246,193,3,838.87
11087,5247,126,1,415.08
11088,5247,95,3,8935.14
11089,5248,170,1,37876.35
11090,5249,7,1,157.78
11091,5249,91,3,122.73
11092,5249,57,1,10.08
11093,5250,60,4,11.90
11094,5250,167,1,29609.72
11095,5251,4,2,12.87
11096,5251,1,2,10.93
11097,5251,96,1,14054.52
11098,5252,113,1,4221.79
11099,5252,187,2,55.33
11100,5253,50,1,10.59
11101,5253,147,1,20.06
11102,5253,12,1,2755.32
11103,5253,187,1,55.62
11104,5254,7,2,156.85
11105,5254,144,1,53.15
11106,5255,96,1,13393.05
11107,5255,155,1,24.05
11108,5256,1,1,11.08
11109,5257,131,1,306.59
11110,5258,38,2,6.51
11111,5258,35,1,2.95
11112,5258,77,2,6.70
11113,5259,135,1,298.89
11114,5259,157,1,20.46
11115,5259,33,1,5.23
11116,5260,61,3,42.99
11117,5261,27,2,6.77
11118,5261,55,1,7.84
11119,5262,53,1,13.07
11120,5263,95,2,8669.15
11121,5263,15,1,891.00
11122,5263,134,2,284.87
11123,5263,135,1,304.18
11124,5264,26,1,3.05
11125,5265,1,5,10.65
11126,5265,51,2,42.37
11127,5265,20,1,4.84
11128,5266,105,1,101.70
11129,5266,42,1,3.05
11130,5266,54,1,10.65
11131,5267,32,1,3.91
11132,5268,59,1,4.77
11133,5268,157,2,21.70
11134,5268,119,3,14.58
11135,5269,104,2,22.35
11136,5269,157,2,20.93
11137,5270,95,5,8595.65
11138,5270,135,3,296.71
11139,5271,187,1,56.66
11140,5271,189,1,34.34
11141,5271,42,2,2.95
11142,5272,53,1,13.34
11143,5273,2,1,20.11
11144,5273,27,2,7.19
11145,5273,3,1,15.11
11146,5274,35,1,3.12
11147,5274,37,4,2.97
11148,5275,7,1,152.15
11149,5275,58,1,4.54
11150,5275,144,2,50.71
11151,5276,40,1,4.37
11152,5276,69,1,4.22
11153,5277,23,2,3.11
11154,5277,133,1,808.27
11155,5278,91,1,114.67
11156,5279,155,2,24.43
11157,5279,1,1,10.69
11158,5279,4,1,13.36
11159,5280,72,1,10.67
11160,5281,99,3,113.10
11161,5281,187,4,55.93
11162,5281,49,2,6.63
11163,5282,42,1,3.07
11164,5282,98,1,15605.39
11165,5282,51,3,41.74
11166,5283,95,1,8955.81
11167,5283,193,2,797.41
11168,5284,187,1,56.42
11169,5284,151,1,8.25
11170,5284,51,1,40.73
11171,5285,187,1,57.57
11172,5286,101,1,535.39
11173,5287,170,2,37656.03
11174,5287,50,3,10.10
11175,5288,156,2,35.03
11176,5289,157,2,20.55
11177,5290,55,2,7.70
11178,5290,170,2,36686.83
11179,5291,135,1,301.72
11180,5291,167,1,28416.45
11181,5291,42,1,3.03
11182,5291,144,1,52.41
11183,5292,175,3,44.27
11184,5293,157,2,20.70
11185,5293,155,1,24.77
11186,5293,80,2,1376.31
11187,5293,1,1,11.49
11188,5293,91,1,117.30
11189,5294,119,1,14.58
11190,5294,53,2,13.86
11191,5295,167,1,30048.29
11192,5295,135,1,289.97
11193,5295,67,1,16.55
11194,5295,32,3,3.87
11195,5295,155,1,24.48
11196,5296,29,1,4.45
11197,5297,115,1,17798.25
11198,5298,160,2,616.48
11199,5298,42,4,3.06
11200,5298,157,2,20.64
11201,5298,54,1,10.22
11202,5299,155,2,24.11
11203,5299,1,3,10.77
11204,5299,53,1,13.11
11205,5299,122,2,311.69
11206,5300,18,4,10.24
11207,5300,142,4,14.01
11208,5300,124,1,1016.14
11209,5300,157,1,21.39
11210,5301,144,1,52.32
11211,5302,91,1,119.05
11212,5302,167,1,29864.49
11213,5302,135,1,296.60
11214,5303,2,2,19.54
11215,5304,99,1,112.72
11216,5305,95,4,9084.43
11217,5306,27,1,7.14
11218,5307,151,1,8.45
11219,5308,144,2,50.65
11220,5309,157,1,20.13
11221,5310,187,1,56.89
11222,5310,51,1,40.38
11223,5311,89,1,75.31
11224,5311,155,1,24.09
11225,5312,167,1,30518.03
11226,5312,1,1,10.66
11227,5312,115,1,17470.31
11228,5313,95,1,8504.72
11229,5313,167,1,29193.90
11230,5314,185,1,20.98
11231,5315,2,1,20.23
11232,5315,157,1,20.65
11233,5315,151,1,8.20
11234,5316,53,1,13.50
11235,5316,23,1,3.22
11236,5317,76,4,12.59
11237,5318,96,3,14196.47
11238,5318,55,1,7.44
11239,5318,170,1,36184.49
11240,5319,115,1,17009.46
11241,5319,131,3,309.41
11242,5320,180,2,55.31
11243,5321,50,1,10.71
11244,5322,101,2,542.95
11245,5323,53,1,13.28
11246,5323,115,1,17055.21
11247,5323,59,2,5.09
11248,5323,125,1,230.93
11249,5324,50,1,10.27
11250,5325,70,1,6.84
11251,5326,29,2,4.41
11252,5326,42,2,3.05
11253,5327,115,1,16994.46
11254,5328,112,1,530.03
11255,5329,27,1,6.72
11256,5330,135,2,298.12
11257,5330,5,1,10.06
11258,5330,72,1,10.24
11259,5331,77,4,6.87
11260,5331,13,1,280.28
11261,5331,53,2,13.36
11262,5331,23,1,3.08
11263,5331,114,1,9103.14
11264,5332,157,1,21.54
11265,5333,192,2,11538.63
11266,5333,21,1,2.91
11267,5333,114,1,9321.22
11268,5334,36,1,21.55
11269,5334,193,1,786.77
11270,5335,51,1,40.04
11271,5335,47,1,49.37
11272,5336,20,1,4.79
11273,5337,64,1,17.12
11274,5337,155,2,24.72
11275,5337,8,1,89.10
11276,5338,144,1,53.65
11277,5339,42,2,2.99
11278,5340,115,1,18184.16
11279,5340,76,1,12.12
11280,5340,69,1,4.00
11281,5341,42,4,2.88
11282,5342,155,1,25.17
11283,5342,1,1,11.40
11284,5343,187,1,58.51
11285,5343,134,1,280.87
11286,5343,42,3,2.94
11287,5343,80,1,1424.98
11288,5344,40,1,4.20
11289,5344,104,1,22.32
11290,5344,155,1,25.14
11291,5344,111,2,15.66
11292,5345,76,3,12.59
11293,5346,50,1,10.46
11294,5346,155,1,25.79
11295,5347,153,1,12.46
11296,5347,64,1,16.64
11297,5348,42,1,2.99
11298,5348,142,1,14.14
11299,5349,155,1,23.90
11300,5349,1,6,11.24
11301,5349,49,1,6.59
11302,5350,3,1,15.53
11303,5350,4,2,13.51
11304,5350,157,1,20.23
11305,5351,167,4,30012.28
11306,5351,30,1,3.11
11307,5351,157,4,20.29
11308,5351,120,2,10.40
11309,5352,11,1,1979.17
11310,5352,50,1,10.64
11311,5352,42,1,3.05
11312,5353,157,2,21.05
11313,5353,165,3,28.99
11314,5354,119,1,13.71
11315,5354,115,2,18051.06
11316,5355,29,1,4.50
11317,5356,171,1,38647.90
11318,5356,102,1,92.98
11319,5356,51,2,41.48
11320,5356,131,1,304.43
11321,5357,157,1,21.59
11322,5358,91,3,119.71
11323,5359,144,1,50.54
11324,5359,187,3,56.86
11325,5359,7,1,147.67
11326,5359,36,3,21.27
11327,5359,23,1,2.99
11328,5360,115,1,16754.13
11329,5361,167,3,30645.01
11330,5361,129,2,339.76
11331,5361,42,3,2.91
11332,5361,1,3,10.75
11333,5362,112,1,494.10
11334,5363,50,1,10.26
11335,5364,159,2,508.00
11336,5365,40,1,4.27
11337,5365,1,1,10.87
11338,5365,151,1,8.41
11339,5365,91,2,119.29
11340,5366,166,1,39.84
11341,5366,131,1,309.58
11342,5367,144,1,50.00
11343,5367,95,1,9004.41
11344,5368,33,1,5.55
11345,5369,104,1,21.28
11346,5369,152,1,55.17
11347,5369,109,3,20.84
11348,5369,177,4,128.87
11349,5369,187,2,56.87
11350,5370,170,2,35238.92
11351,5370,79,1,1868.66
11352,5371,42,4,3.04
11353,5371,151,2,8.16
11354,5372,34,4,9.30
11355,5373,101,2,542.71
11356,5373,182,2,32.64
11357,5374,137,1,20.13
11358,5374,129,1,360.19
11359,5375,115,2,18078.85
11360,5375,80,2,1471.01
11361,5376,1,2,10.79
11362,5377,42,1,2.88
11363,5377,1,1,11.12
11364,5378,1,1,11.02
11365,5378,158,1,25.36
11366,5378,113,1,4171.14
11367,5378,170,1,36341.91
11368,5379,72,1,10.43
11369,5379,151,3,8.08
11370,5379,163,3,20.27
11371,5380,37,3,2.88
11372,5380,181,2,203.56
11373,5381,177,1,125.51
11374,5381,170,1,35628.98
11375,5381,53,1,13.05
11376,5382,124,1,1003.28
11377,5382,101,3,509.30
11378,5383,184,1,19.12
11379,5383,187,1,55.74
11380,5383,86,2,21.08
11381,5383,7,1,156.73
11382,5383,89,1,76.77
11383,5384,42,1,3.09
11384,5384,155,1,25.64
11385,5384,97,1,13327.46
11386,5385,60,1,11.60
11387,5385,135,3,305.10
11388,5386,149,3,49.94
11389,5386,117,2,7593.94
11390,5386,23,1,3.20
11391,5386,55,2,7.76
11392,5387,42,2,3.00
11393,5387,72,2,11.00
11394,5387,50,1,10.56
11395,5388,121,3,221.92
11396,5389,155,1,25.20
11397,5390,153,2,13.05
11398,5391,20,2,5.03
11399,5391,5,1,10.27
11400,5391,174,1,711.66
11401,5392,69,1,4.05
11402,5392,163,1,19.81
11403,5393,126,2,424.75
11404,5393,187,2,56.83
11405,5394,74,1,5.08
11406,5394,38,4,6.64
11407,5395,126,1,404.01
11408,5396,30,1,3.01
11409,5397,155,3,25.02
11410,5398,180,1,52.55
11411,5398,155,1,24.81
11412,5398,167,2,29305.22
11413,5398,23,1,3.08
11414,5399,151,1,8.17
11415,5399,187,2,58.48
11416,5399,167,1,29626.01
11417,5399,22,2,12.78
11418,5399,82,3,1481.80
11419,5400,53,3,13.34
11420,5400,20,2,4.62
11421,5401,51,1,43.65
11422,5402,42,3,3.04
11423,5402,24,1,15.52
11424,5403,80,1,1418.24
11425,5404,151,1,8.34
11426,5404,131,2,315.72
11427,5405,163,2,20.42
11428,5405,184,2,19.03
11429,5406,137,2,19.81
11430,5406,128,1,181.54
11431,5406,22,1,12.18
11432,5407,43,2,59.86
11433,5407,187,1,56.99
11434,5408,37,3,3.01
11435,5408,53,1,13.84
11436,5409,76,2,12.51
11437,5410,173,1,142.30
11438,5410,25,1,2.97
11439,5411,119,2,13.89
11440,5411,29,2,4.39
11441,5412,131,1,304.55
11442,5413,155,1,23.75
11443,5413,144,1,52.51
11444,5414,51,1,43.32
11445,5415,48,2,8.17
11446,5415,167,1,28617.78
11447,5416,157,1,21.70
11448,5416,167,1,29697.76
11449,5416,1,1,10.84
11450,5416,42,2,2.89
11451,5417,74,1,5.17
11452,5417,117,2,7717.71
11453,5417,1,1,11.19
11454,5418,50,1,10.19
11455,5419,50,1,10.14
11456,5420,42,1,2.98
11457,5420,187,1,55.78
11458,5420,51,1,42.72
11459,5421,157,1,20.02
11460,5422,80,1,1448.53
11461,5422,64,1,15.99
11462,5422,157,1,20.53
11463,5423,23,1,3.04
11464,5423,42,1,2.89
11465,5424,7,3,146.25
11466,5424,158,1,25.20
11467,5424,94,1,1589.52
11468,5425,167,1,28417.57
11469,5426,53,1,13.10
11470,5426,1,1,11.04
11471,5426,41,1,3.10
11472,5427,187,3,57.79
11473,5428,155,2,24.26
11474,5428,157,3,21.14
11475,5428,53,2,13.58
11476,5428,115,1,16999.73
11477,5428,95,1,8493.39
11478,5429,155,1,24.05
11479,5430,51,1,43.23
11480,5430,95,2,9056.94
11481,5430,132,1,507.79
11482,5431,7,1,147.29
11483,5432,157,3,21.42
11484,5432,72,2,10.42
11485,5433,51,1,41.81
11486,5433,91,1,116.83
11487,5434,19,1,11.44
11488,5435,10,1,76.89
11489,5436,70,1,7.28
11490,5436,119,1,14.78
11491,5436,140,1,14.53
11492,5437,131,1,298.40
11493,5437,27,3,7.04
11494,5437,135,1,294.76
11495,5437,9,1,72.67
11496,5437,95,2,9025.73
11497,5438,148,1,11.17
11498,5439,170,1,37737.91
11499,5439,7,4,151.50
11500,5439,148,1,11.32
11501,5440,26,1,3.07
11502,5441,23,3,3.19
11503,5441,155,1,25.16
11504,5442,50,2,10.87
11505,5442,20,2,4.86
11506,5443,2,1,18.76
11507,5443,151,1,7.99
11508,5444,167,1,28303.05
11509,5444,155,2,24.96
11510,5444,171,2,38593.74
11511,5444,50,2,10.38
11512,5445,68,1,23.25
11513,5446,30,1,2.96
11514,5447,152,1,53.07
11515,5447,76,3,12.14
11516,5448,30,1,2.94
11517,5449,135,1,298.68
11518,5449,7,3,148.26
11519,5449,93,1,104.34
11520,5450,27,1,7.12
11521,5450,104,1,22.26
11522,5450,157,3,20.28
11523,5450,117,2,7907.92
11524,5451,135,1,308.15
11525,5452,118,1,10.34
11526,5452,151,1,8.17
11527,5452,170,1,36368.25
11528,5453,167,1,28826.08
11529,5453,105,1,101.63
11530,5454,109,3,21.28
11531,5454,67,3,16.19
11532,5455,150,1,29.86
11533,5456,157,1,21.70
11534,5457,53,1,12.90
11535,5458,15,1,883.93
11536,5458,32,1,4.10
11537,5459,42,1,3.13
11538,5460,174,1,690.08
11539,5460,155,1,25.29
11540,5460,42,1,3.05
11541,5461,187,3,58.30
11542,5461,115,1,17507.89
11543,5461,111,1,14.50
11544,5462,117,1,7630.46
11545,5462,93,1,105.10
11546,5462,91,1,117.30
11547,5463,151,1,7.94
11548,5463,42,2,3.00
11549,5463,129,2,340.41
11550,5464,1,2,11.10
11551,5464,115,3,17577.98
11552,5464,77,2,7.23
11553,5465,187,1,56.40
11554,5466,54,3,10.11
11555,5466,131,1,320.36
11556,5466,2,1,19.33
11557,5466,144,3,51.29
11558,5466,191,2,16479.88
11559,5467,167,1,29255.99
11560,5467,7,1,152.56
11561,5468,95,1,9067.83
11562,5468,53,2,13.36
11563,5468,50,1,10.34
11564,5469,1,1,10.78
11565,5469,26,1,2.93
11566,5469,131,2,305.43
11567,5470,3,3,14.98
11568,5470,157,1,21.48
11569,5471,135,3,283.86
11570,5471,182,1,33.30
11571,5472,175,1,43.79
11572,5473,58,1,4.63
11573,5473,22,1,12.00
11574,5474,97,2,13481.01
11575,5474,16,3,3.13
11576,5474,153,2,12.36
11577,5474,1,1,10.64
11578,5474,155,1,25.02
11579,5475,95,3,8857.97
11580,5476,107,1,49.58
11581,5477,68,3,24.64
11582,5478,149,2,52.71
11583,5479,136,2,554.85
11584,5479,181,3,207.79
11585,5480,144,1,53.00
11586,5480,131,1,301.69
11587,5481,115,1,17448.36
11588,5481,5,1,10.47
11589,5482,87,1,32.53
11590,5483,155,1,23.84
11591,5484,7,2,156.71
11592,5485,53,1,13.38
11593,5485,155,1,25.22
11594,5485,154,3,31.58
11595,5485,48,1,8.31
11596,5486,53,1,12.83
11597,5487,155,2,25.51
11598,5487,42,1,2.95
11599,5488,30,2,2.87
11600,5488,27,1,6.96
11601,5489,139,2,28.92
11602,5490,155,2,23.81
11603,5490,144,1,50.83
11604,5490,51,1,42.88
11605,5491,160,2,597.99
11606,5491,154,1,31.67
11607,5492,102,1,90.58
11608,5493,34,1,9.01
11609,5494,157,1,20.17
11610,5495,39,1,3.02
11611,5495,91,3,117.11
11612,5496,85,2,37.92
11613,5496,53,2,13.49
11614,5497,151,1,8.03
11615,5498,115,1,17517.50
11616,5499,115,1,18066.19
11617,5500,47,3,51.34
11618,5501,11,1,2002.09
11619,5502,121,1,236.14
11620,5502,83,1,32.15
11621,5503,192,1,11449.64
11622,5503,155,1,24.56
11623,5503,42,1,3.12
11624,5503,167,3,29292.55
11625,5504,53,2,13.47
11626,5504,151,2,8.44
11627,5504,50,1,9.99
11628,5505,59,2,4.79
11629,5506,131,1,298.80
11630,5507,152,2,55.80
11631,5507,187,1,58.17
11632,5508,53,1,13.45
11633,5509,170,2,38260.41
11634,5509,54,1,10.96
